text,category
Diesel via Parking,Travel
Cab expense Indigo evening,Travel
Biryani order Spencer,Food
Broadband Broadband Bill book ki using upi,Bills
HDFC Broadband Bill pe khaya afternoon,Bills
Blue Tokai Tea ke liye payment daily expense,Food
Security Deposit today PG using credit card for family,Rent
Burger King Groceries bharwaya using cash weekend afternoon,Food
McDonalds Dinner recharge kiya using cash,Food
Room Rent bill Hostel,Rent
Vegetables swiggy using credit card,Food
Tempered Glass at Boat,Shopping
Earbuds this month Tata Cliq using cash for hostel,Shopping
Tata Cliq Pen ka bill using upi monthly weekend,Shopping
Instamart Chocolate monthly payment in Bangalore night,Food
Parking at Metro with friends yesterday,Travel
Gaming subscription Disney Hotstar for hostel,Entertainment
Gift food Mi Store using upi late night,Shopping
Metro Ticket Goibibo using credit card,Travel
Meesho Shampoo pe khaya in Delhi with friends,Shopping
Laptop today Noise,Shopping
Haldirams Roll order kiya in Jaipur,Food
Pantaloons Gift ka bill,Shopping
Hostel Fee booking Flat in Agra morning month end,Rent
Local Dhaba Evening Snacks ka bill in Agra birthday,Food
T Shirt using Woodland monthly,Shopping
Theobroma Breakfast liya for family,Food
BSNL Insurance order kiya using phonepe,Bills
House House Rent order kiya in Pune late night,Rent
Croma Saree diya using cash,Shopping
CCD Dinner bharwaya,Food
RedBus Bus Ticket ka payment,Travel
Taxi expense AbhiBus in Lucknow,Travel
Nykaa Fashion Earbuds se liya using upi exam week,Shopping
Flat Rent expense Flat,Rent
Chole Bhature yesterday JioMart,Food
Wallet payment Bata morning,Shopping
Laptop Woodland for family,Shopping
Apartment Security Deposit pe khaya in Agra,Rent
Broadband Internet Bill bharwaya,Bills
Vegetables purchase Instamart using credit card exam week,Food
PVR Concert liya using upi,Entertainment
Cold Coffee this week Cafe using upi with friends month end,Food
Yatra Fastag Recharge diya in Bangalore morning,Travel
Dmart Dosa ka bill using gpay in Hyderabad during vacation,Food
ACT Fiber Gas Bill order kiya using credit card in Delhi,Bills
Toll Tax weekly Fastag yesterday,Travel
Fruits yesterday Starbucks in Mumbai hostel life,Food
Air India Bus Ticket bharwaya,Travel
Tempered Glass yesterday Nykaa in Bangalore monthly,Shopping
INOX Bowling pe khaya using cash in Bangalore,Entertainment
Nykaa Fashion Wallet bharwaya month end,Shopping
Smoothie order McDonalds,Food
House PG Rent pe khaya evening,Rent
Toll Tax booking AbhiBus in Bangalore for hostel,Travel
Books expense Pantaloons using paytm night,Shopping
Starbucks Biryani order kiya in Delhi monthly month end,Food
Shawarma yesterday JioMart exam week,Food
Paneer using Pizza Hut,Food
Prime Video Concert ka bill using upi evening,Entertainment
Music weekly INOX,Entertainment
Bread today Chaayos using gpay for hostel,Food
Boat Shampoo ka bill late night,Shopping
Rapido Bus Ticket monthly payment,Travel
Gas Agency Recharge ka bill using phonepe for office,Bills
Insurance this week HDFC using upi festival shopping,Bills
Epic Games IPL Ticket order kiya in Delhi yesterday,Entertainment
Hostel PG Rent pe gaya using debit card during trip,Rent
Vi Water Bill kharida,Bills
Room Rent expense House using credit card weekend,Rent
BookMyShow Bowling order kiya using gpay in Lucknow,Entertainment
Rajma Chawal order Wow Momo in Noida morning,Food
Noodles expense Dominos with friends,Food
Taxi RedBus using credit card exam week,Travel
Broadband Bill this week BSNL using cash festival shopping,Bills
IRCTC Metro Ticket book ki,Travel
Spotify IPL Ticket liya for family today,Entertainment
House Flat Rent diya morning,Rent
PVR IPL Ticket liya in Mumbai evening,Entertainment
Bus Ticket from Goibibo for office,Travel
Broadband Credit Card Bill se liya in Noida,Bills
Pen yesterday Flipkart morning,Shopping
Pav Bhaji yesterday Starbucks in Bangalore with friends,Food
Yatra Flight Ticket order kiya yesterday,Travel
Blue Tokai Burger ke liye payment festival shopping,Food
OnePlus Store Phone Charger monthly payment in Mumbai,Shopping
Shampoo paid for Samsung Store,Shopping
Security Deposit from House weekend,Rent
JioCinema Gaming pe gaya daily expense,Entertainment
Behrouz Burger kharida,Food
Gas Agency Insurance ka bill using credit card in Bangalore,Bills
Chole Bhature shopping Dominos using paytm,Food
Phone Cover weekly Croma,Shopping
Paneer paid for Starbucks in Pune month end,Food
Star Bazaar Momos ke liye payment in Jaipur festival shopping,Food
Laptop this week Myntra after class yesterday,Shopping
H&M Books bhar diya monthly weekend,Shopping
Music bought Spotify using paytm,Entertainment
KFC Idli recharge kiya in Lucknow,Food
Dmart Juice monthly payment in Bangalore daily expense,Food
Broadband EMI kharida for hostel,Bills
SpiceJet Diesel ke liye payment using paytm,Travel
Shoes this week Shoppers Stop evening,Shopping
amazn Backpack ka bill using paytm,Shopping
Keyboard food Apple Store using cash during vacation,Shopping
Puma Lipstick bhar diya in Delhi,Shopping
Security Deposit expense Society using debit card weekend afternoon,Rent
Bowling subscription PlayStation Store in Agra morning,Entertainment
Momos subscription Reliance Fresh for office,Food
IPL Ticket food PlayStation Store,Entertainment
Burger King Sandwich diya evening,Food
Cab Air India using credit card month end,Travel
House Rent PG using paytm in Agra for office,Rent
UBER Diesel order kiya using gpay weekend,Travel
Arcade bill JioCinema using paytm,Entertainment
McDonalds Evening Snacks recharge kiya yesterday,Food
Paratha food Spencer in Noida night,Food
Excitel Water Bill mangaya during vacation month end,Bills
Hostel Fee purchased Apartment using phonepe in Agra today,Rent
Bread using Burger King,Food
Nike Power Bank se mangaya,Shopping
Flat Security Deposit monthly payment,Rent
Nykaa T Shirt kharida using cash,Shopping
Lunch purchase Faasos urgent purchase,Food
Excitel EMI bhar diya using cash in Jaipur for college,Bills
Box8 Momos ke liye payment for family afternoon,Food
Dmart Rajma Chawal pe khaya during vacation,Food
Cold Coffee paid for Blue Tokai month end,Food
Parking Cab se liya late night,Travel
Credit Card EMI diya monthly,Bills
Shoes booking Lifestyle using phonepe late night evening,Shopping
Credit Card Credit Card Bill ke liye payment during vacation night,Bills
Biscuits using Mess,Food
Perfume weekly Nykaa Fashion in Mumbai,Shopping
Gaming payment Epic Games using gpay,Entertainment
Insurance purchased Airtel evening,Bills
Meesho Speaker bhar diya using credit card evening,Shopping
Faasos Vegetables mangaya hostel life,Food
Cricket Match bought Spotify morning,Entertainment
Recharge bought Vi for family,Bills
PVR Gaming pe khaya using gpay after class,Entertainment
Movie food PVR in Agra for college,Entertainment
Water Bill purchase Electricity Board in Jaipur afternoon,Bills
Restaurant Dal Rice order kiya using cash,Food
Prime Video IPL Ticket order kiya using cash month end,Entertainment
Water Department Broadband Bill pe khaya morning,Bills
Parking Toll Tax mangaya using gpay for college,Travel
Excitel Electricity Bill kharida using gpay festival shopping,Bills
Concert yesterday INOX using debit card,Entertainment
Poha using Burger Singh using cash in Mumbai weekend,Food
Petrol Pump Fastag Recharge bhar diya using paytm,Travel
Instamart Tea se liya evening today,Food
Goibibo Taxi bharwaya using credit card in Delhi hostel life,Travel
Bowling shopping Epic Games using phonepe in Jaipur,Entertainment
House Security Deposit monthly payment evening today,Rent
Electricity Bill bought Excitel late night,Bills
Maintenance shopping Room using debit card,Rent
Paratha weekly Instamart using upi in Mumbai,Food
Blue Tokai Breakfast mangaya after class,Food
Dal Rice monthly Hostel Mess morning,Food
Jeans payment Local Market exam week morning,Shopping
Electricity Bill shopping Electricity Board with friends,Bills
Parking bought Air India using credit card,Travel
Metro Ticket purchased RedBus in Mumbai,Travel
Society Room Rent diya,Rent
Bowling yesterday PVR in Bangalore festival shopping,Entertainment
PlayStation Store Bowling bhar diya,Entertainment
Milk order College Canteen month end,Food
KFC Butter bhar diya using debit card in Mumbai for college,Food
Coffee bill Cafe in Mumbai,Food
Speaker yesterday FireBoltt using gpay during trip,Shopping
Flat Rent yesterday Society using debit card,Rent
SpiceJet Bus Ticket kharida using upi in Delhi,Travel
Indigo Train Ticket ka bill using phonepe yesterday,Travel
Spotify Arcade monthly payment in Pune birthday yesterday,Entertainment
Lunch Box bill Pantaloons using credit card weekend,Shopping
Air India Taxi liya in Noida exam week,Travel
Subscription PlayStation Store using credit card exam week morning,Entertainment
Phone Charger payment Woodland using debit card,Shopping
House Rent purchase Flat,Rent
Goibibo Parking pe khaya in Mumbai,Travel
Taxi from MakeMyTrip after class,Travel
JioCinema Movie Ticket recharge kiya,Entertainment
Subscription purchased Spotify using debit card in Noida for family,Entertainment
Ice Cream food Subway using phonepe in Noida exam week,Food
Water Bill at Vi in Hyderabad,Bills
Yatra Taxi ke liye payment,Travel
Flat Rent expense House yesterday,Rent
Excitel Water Bill liya using upi,Bills
SBI EMI mangaya urgent purchase month end,Bills
Subscription payment Epic Games during vacation,Entertainment
Hostel Fee subscription Flat weekend afternoon,Rent
Croma Bottle mangaya,Shopping
House Rent booking Society in Delhi hostel life,Rent
PG Hostel Fee pe khaya using paytm during trip,Rent
ACT Fiber Electricity Bill se liya in Delhi morning,Bills
Internet Bill recharge Excitel using cash in Lucknow,Bills
T Shirt Croma using credit card,Shopping
House Security Deposit order kiya using paytm,Rent
Flat Rent using Society in Noida monthly month end,Rent
Metro Ticket using Ola,Travel
Spotify Movie pe gaya birthday,Entertainment
Mess Coffee liya in Hyderabad weekend,Food
Books bought Apple Store using paytm with friends,Shopping
Rajma Chawal order BigBasket festival shopping,Food
Lassi this month Local Dhaba,Food
Room Rent order Apartment,Rent
Indigo Toll Tax pe khaya for college,Travel
Room Rent paid for Society,Rent
Security Deposit monthly Hostel in Bangalore hostel life,Rent
Local Market Jacket book ki,Shopping
Makeup Kit bill Samsung Store for hostel,Shopping
Fastag Recharge using AbhiBus after class,Travel
Blinkit Biscuits ka bill using paytm yesterday,Food
Fastag Recharge food Goibibo using upi in Mumbai,Travel
Biryani via Reliance Fresh during trip,Food
Noodles using Subway in Noida,Food
IRCTC Metro Ticket kharida using phonepe,Travel
Fruits shopping Chaayos using cash month end,Food
PG PG Rent pe khaya using phonepe weekend,Rent
Keyboard expense Apple Store,Shopping
Max Fashion Jacket kharida using paytm in Noida exam week,Shopping
House Rent subscription House using upi,Rent
IRCTC Taxi recharge kiya for office,Travel
Society House Rent kharida using upi after class,Rent
Electricity Bill paid for Credit Card today,Bills
Swiggy Chole Bhature mangaya in Hyderabad,Food
Starbucks Smoothie diya in Noida for office yesterday,Food
Insurance bill ACT Fiber using gpay for office,Bills
Water Department Water Bill monthly payment in Noida evening,Bills
Bus Ticket weekly RedBus,Travel
Fastag Recharge subscription Metro,Travel
Concert booking Xbox in Delhi,Entertainment
Cricket Match today Prime Video using gpay weekend,Entertainment
Shampoo bought Puma using cash,Shopping
Zara Face Wash recharge kiya using debit card weekend today,Shopping
Parking from Rapido,Travel
BookMyShow Subscription ka bill birthday night,Entertainment
Headphones shopping Ajio morning,Shopping
Pantaloons Makeup Kit se mangaya exam week,Shopping
Jio Gas Bill recharge kiya monthly month end,Bills
Spencer Vegetables ka payment using paytm for family,Food
Airtel Water Bill ke liye payment,Bills
Hostel Room Rent kharida in Mumbai morning,Rent
Gas Bill bought Vi,Bills
Saree purchased Shopping Mall using credit card today,Shopping
Ajio Face Wash recharge kiya using debit card during trip,Shopping
BSNL EMI bhar diya in Pune,Bills
Chaayos Eggs pe khaya in Agra,Food
Spencer Chocolate ka payment,Food
Chaayos Dal Rice kharida late night night,Food
Fastag Recharge using Parking using gpay,Travel
Electricity Board Internet Bill ka payment for college,Bills
Juice bought Zomato afternoon,Food
Zepto Shawarma bharwaya,Food
Arcade monthly BookMyShow in Noida,Entertainment
Security Deposit shopping House using credit card for office,Rent
INOX Movie Ticket ke liye payment during trip morning,Entertainment
USB Cable bill Decathlon during trip,Shopping
Hostel Fee shopping Society using cash in Mumbai month end,Rent
Arcade using BookMyShow daily expense,Entertainment
Dinner this month Burger King,Food
Noise Jacket order kiya,Shopping
Groceries purchase McDonalds,Food
Broadband Water Bill order kiya using cash,Bills
Momos subscription Blue Tokai in Noida,Food
Air India Auto ka payment,Travel
Petrol today Rapido using credit card exam week,Travel
Cab subscription Air India,Travel
Disney Hotstar Gaming bhar diya using credit card during vacation,Entertainment
Broadband Broadband Bill bhar diya in Pune monthly,Bills
Maintenance booking PG using cash during vacation,Rent
Steam Movie Ticket se liya using phonepe in Jaipur daily expense,Entertainment
H&M Phone Charger mangaya daily expense,Shopping
Monitor shopping Reliance Digital using gpay,Shopping
Gaming payment INOX in Delhi,Entertainment
JioMart Pizza pe gaya in Delhi evening,Food
Internet Bill subscription Electricity Board using cash in Noida weekend,Bills
Hostel House Rent ka bill in Lucknow during trip weekend,Rent
Coffee monthly Dominos month end,Food
JioCinema Movie Ticket ka payment using debit card,Entertainment
Air India Train Ticket kharida using upi night,Travel
Mi Store Backpack se liya using credit card for hostel,Shopping
Epic Games Cricket Match ka payment using upi hostel life yesterday,Entertainment
Burger purchase Blinkit using paytm exam week,Food
Notebook using Bata using debit card monthly,Shopping
Local Market Perfume book ki,Shopping
Train Ticket today Yatra today,Travel
Momos recharge swiggy using paytm in Lucknow birthday,Food
BSNL Electricity Bill bharwaya,Bills
Disney Hotstar IPL Ticket ke liye payment with friends,Entertainment
PG Rent this month Room in Mumbai today,Rent
EMI shopping Broadband using gpay,Bills
Watch Nykaa Fashion using debit card monthly,Shopping
SBI Electricity Bill ka payment using credit card afternoon,Bills
Theobroma Pizza recharge kiya for office,Food
Parking Toll Tax bhar diya in Mumbai night,Travel
Maintenance today Apartment using gpay in Lucknow,Rent
